truck_brand,truck_model,truck_year,engine_model,transmission,axle_type,market_price_mex,ubication
Volvo,VNL760,2005,Detroit DD13,Allison 4000,46k,260000,Hidalgo
Kenworth,W900,2001,PACCAR MX11,Eaton Fuller RT-8908LL,52k,246000,Ciudad de México
Kenworth,T680,2007,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,398000,Guerrero
Peterbilt,389,2013,Cummins ISX15,Eaton Fuller RTLO-16718B,46k,535000,Tlaxcala
Kenworth,T660,2015,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,647000,Guanajuato
Freightliner,Columbia,2004,Detroit DD13,Eaton Fuller RTLO-16913A,40k,293000,Tlaxcala
International,ProStar,2014,MaxxForce 13,Eaton Fuller 10-speed,40k,522000,Quintana Roo
Mack,Anthem,2007,Mack MP8,Mack mDRIVE,46k,203000,Guerrero
Volvo,VNM,2012,Detroit DD13,Allison 4000,52k,380000,Nayarit
Peterbilt,579,2003,Cummins X15,Eaton Fuller RTLO-16718B,52k,300000,Sonora
Volvo,VNM,2022,Volvo D13,Volvo I-Shift,52k,645000,Ciudad de México
Freightliner,M2 106,2006,Mercedes MBE4000,Eaton Fuller RTLO-16913A,52k,302000,Aguascalientes
Volvo,VNL760,2010,Cummins ISX15,Eaton Fuller 10-speed,40k,350000,Sinaloa
Kenworth,T800,2012,Cummins X15,Eaton UltraShift,46k,531000,Campeche
Peterbilt,379,2003,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,255000,Quintana Roo
Peterbilt,579,2011,PACCAR MX13,Eaton Fuller 18-speed,52k,464000,Morelos
Volvo,VNL760,2015,Cummins ISX15,Eaton Fuller 10-speed,52k,422000,Campeche
International,ProStar,2011,MaxxForce 13,Eaton Fuller 10-speed,52k,464000,Sonora
International,9900i,2013,Cummins ISC 8.3,Eaton Fuller 18-speed,52k,515000,Baja California Sur
Volvo,VNM,2007,Cummins ISX15,Eaton Fuller 10-speed,46k,283000,Guerrero
Volvo,VNL670,2012,Detroit DD13,Eaton Fuller 13-speed,46k,391000,Tabasco
Mack,Pinnacle,2004,Mack MP7,Eaton Fuller 13-speed,40k,172000,Estado de México
Peterbilt,389,2020,Cummins ISX15,Eaton UltraShift,40k,853000,Tlaxcala
Peterbilt,379,2017,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,633000,Campeche
Mack,Anthem,2009,Mack MP10,Mack mDRIVE,40k,230000,Veracruz
Peterbilt,389,2018,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,620000,Querétaro
Mack,Granite,2005,Mack MP7,Eaton Fuller 13-speed,52k,178000,Campeche
Freightliner,Cascadia,2001,Mercedes MBE4000,Eaton Fuller 13-speed,52k,214000,Estado de México
Mack,Anthem,2000,Mack MP7,Eaton Fuller 13-speed,52k,94000,Sinaloa
Kenworth,T370,2021,PACCAR MX11,Eaton Fuller 13-speed,40k,999000,Nuevo León
International,ProStar,2019,Cummins ISC 8.3,Allison 4000,52k,728000,Jalisco
International,ProStar,2008,MaxxForce 13,Allison 4000,40k,411000,Oaxaca
Volvo,VNL760,2015,Cummins ISX15,Eaton Fuller 13-speed,40k,449000,Aguascalientes
Mack,Pinnacle,2009,Mack MP7,Mack mDRIVE,52k,228000,Sinaloa
Peterbilt,579,2006,PACCAR MX13,Eaton Fuller 13-speed,46k,366000,Morelos
Peterbilt,389,2016,PACCAR MX11,Eaton Fuller 13-speed,52k,553000,Chihuahua
Kenworth,T680,2001,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,223000,Aguascalientes
Mack,Granite,2001,Mack MP8,Mack mDRIVE,52k,146000,Michoacán
Volvo,VNM,2007,Cummins ISX15,Eaton Fuller 13-speed,52k,302000,Quintana Roo
Freightliner,Columbia,2020,Detroit DD15,Eaton Fuller 13-speed,52k,666000,Baja California
Mack,Anthem,2009,Mack MP8,Eaton Fuller 13-speed,46k,228000,Aguascalientes
Freightliner,Cascadia,2013,Cummins X15,Eaton Fuller 10-speed,40k,440000,Yucatán
Peterbilt,389,2016,PACCAR MX11,Eaton UltraShift,46k,576000,Nuevo León
Volvo,VNM,2017,Cummins ISX15,Eaton Fuller 10-speed,40k,490000,Jalisco
Kenworth,T680,2018,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,664000,Campeche
Kenworth,T660,2015,PACCAR MX13,Eaton Fuller RT-8908LL,46k,653000,Tabasco
Volvo,VNL760,2007,Volvo D13,Volvo I-Shift,40k,271000,Morelos
Volvo,VNL760,2017,Detroit DD13,Allison 4000,40k,464000,Tabasco
Kenworth,T370,2002,PACCAR MX11,Eaton Fuller RT-8908LL,52k,338000,Baja California Sur
Peterbilt,389,2009,Cummins ISX15,Eaton Fuller 13-speed,40k,415000,Sonora
Freightliner,FLD120,2005,Cummins ISX15,Detroit DT12,46k,282000,Puebla
Mack,Pinnacle,2002,Mack MP10,Eaton Fuller 18-speed,46k,164000,Sinaloa
Freightliner,Columbia,2018,Detroit DD13,Eaton Fuller RTLO-16913A,46k,518000,Guerrero
International,LT625,2011,Cummins ISB 6.7,Allison 3000,46k,470000,Michoacán
Kenworth,T800,2005,Cummins ISX15,Eaton Fuller 18-speed,40k,363000,Puebla
Kenworth,T800,2018,Cummins X15,Eaton Fuller RTLO-16913A,46k,744000,Oaxaca
Mack,Granite,2019,Mack MP7,Eaton Fuller 18-speed,40k,354000,Baja California
Volvo,VNM,2009,Cummins ISX15,Eaton Fuller 10-speed,46k,319000,Coahuila
Mack,Anthem,2005,Mack MP10,Eaton Fuller 18-speed,46k,186000,Colima
Freightliner,Cascadia,2003,Cummins X15,Eaton Fuller 10-speed,40k,262000,Coahuila
Kenworth,T370,2015,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,661000,Morelos
Volvo,VNL670,2009,Cummins ISX15,Eaton Fuller 13-speed,52k,327000,Durango
Freightliner,FLD120,2019,Cummins X15,Eaton Fuller 10-speed,52k,548000,Guerrero
Freightliner,M2 106,2017,Detroit DD13,Detroit DT12,46k,493000,Baja California
Kenworth,W900,2017,Cummins ISX15,Eaton Fuller RT-8908LL,52k,709000,Colima
Kenworth,W900,2011,PACCAR MX11,Eaton Fuller 18-speed,52k,520000,Yucatán
Volvo,VNL670,2012,Detroit DD13,Eaton Fuller 10-speed,40k,386000,Jalisco
Peterbilt,379,2013,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,520000,Tlaxcala
International,ProStar,2022,Cummins ISX15,Eaton Fuller 10-speed,46k,743000,San Luis Potosí
Kenworth,W900,2010,PACCAR MX13,Eaton UltraShift,46k,500000,Sinaloa
International,ProStar,2017,Cummins ISX15,Eaton Fuller 10-speed,40k,638000,Tamaulipas
Volvo,VNL760,2013,Detroit DD13,Volvo I-Shift,40k,396000,Tamaulipas
Peterbilt,389,2005,Cummins ISX15,Eaton Fuller 13-speed,40k,358000,Oaxaca
Freightliner,M2 106,2021,Cummins X15,Allison 4500RDS,52k,840000,Chihuahua
Volvo,VNL760,2013,Detroit DD13,Eaton Fuller 10-speed,40k,415000,Tlaxcala
Mack,Pinnacle,2001,Mack MP8,Eaton Fuller 13-speed,52k,115000,Guerrero
Kenworth,T680,2000,Cummins X15,Eaton Fuller 13-speed,52k,285000,Tlaxcala
Volvo,VNM,2006,Volvo D13,Volvo I-Shift,46k,251000,Baja California
Mack,Anthem,2021,Mack MP8,Eaton Fuller 13-speed,52k,518000,Sinaloa
Mack,Pinnacle,2014,Mack MP7,Eaton Fuller 18-speed,52k,275000,Guerrero
Kenworth,W900,2007,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,392000,Tamaulipas
Freightliner,Cascadia,2005,Detroit DD13,Allison 4500RDS,46k,259000,Sinaloa
International,ProStar,2020,MaxxForce 15,Allison 3000,40k,699000,Durango
Peterbilt,389,2014,PACCAR MX13,Eaton Fuller RTLO-16913A,46k,524000,Nuevo León
International,ProStar,2000,MaxxForce 15,Eaton Fuller 18-speed,46k,250000,Sonora
Freightliner,FLD120,2009,Mercedes MBE4000,Eaton Fuller RTLO-16913A,46k,371000,Yucatán
Peterbilt,379,2020,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,782000,Chihuahua
Kenworth,W900,2002,Cummins ISX15,Eaton Fuller 18-speed,52k,301000,Durango
Kenworth,T680,2003,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,274000,Puebla
International,ProStar,2010,MaxxForce 15,Allison 4000,52k,450000,Tamaulipas
Mack,Anthem,2003,Mack MP7,Eaton Fuller 13-speed,40k,140000,Nuevo León
Mack,Pinnacle,2003,Mack MP8,Eaton Fuller 18-speed,46k,136000,Aguascalientes
International,9900i,2003,MaxxForce 13,Allison 3000,46k,309000,Yucatán
Peterbilt,379,2017,PACCAR MX11,Eaton Fuller 18-speed,40k,600000,Guanajuato
Kenworth,T370,2000,Cummins X15,Eaton Fuller RT-8908LL,46k,291000,Hidalgo
Volvo,VNM,2003,Volvo D13,Volvo I-Shift,46k,235000,San Luis Potosí
Peterbilt,389,2007,Cummins X15,Eaton Fuller RTLO-16718B,40k,346000,Michoacán
Mack,Granite,2016,Mack MP8,Eaton Fuller 18-speed,52k,319000,Durango
Peterbilt,579,2021,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,827000,Colima
Kenworth,T680,2009,PACCAR MX13,Eaton Fuller RT-8908LL,52k,476000,Yucatán
Mack,Pinnacle,2015,Mack MP7,Eaton Fuller 18-speed,52k,290000,San Luis Potosí
Peterbilt,389,2016,Cummins ISX15,Eaton Fuller RTLO-16718B,46k,565000,Durango
Peterbilt,389,2021,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,845000,Tabasco
Freightliner,FLD120,2015,Detroit DD15,Eaton Fuller 13-speed,40k,467000,Chihuahua
Peterbilt,379,2007,PACCAR MX13,Eaton Fuller 13-speed,40k,392000,Jalisco
Mack,Anthem,2016,Mack MP8,Eaton Fuller 13-speed,46k,307000,Estado de México
Mack,Pinnacle,2013,Mack MP10,Eaton Fuller 18-speed,40k,273000,Ciudad de México
Kenworth,T800,2014,PACCAR MX11,Eaton Fuller 13-speed,46k,616000,Durango
Peterbilt,389,2017,Cummins ISX15,Eaton UltraShift,46k,644000,Guerrero
Freightliner,Cascadia,2013,Detroit DD15,Eaton Fuller 10-speed,52k,464000,Coahuila
Volvo,VNM,2020,Volvo D13,Allison 4000,52k,546000,Sonora
International,Durastar,2007,Cummins ISX15,Eaton Fuller 18-speed,46k,348000,Colima
Kenworth,W900,2003,Cummins ISX15,Eaton Fuller RT-8908LL,46k,290000,Michoacán
Kenworth,T680,2016,Cummins X15,Eaton Fuller 13-speed,46k,616000,Chihuahua
Peterbilt,389,2004,PACCAR MX13,Eaton Fuller 13-speed,46k,275000,Quintana Roo
Freightliner,Cascadia,2022,Detroit DD13,Eaton Fuller 13-speed,46k,772000,Campeche
Volvo,VNL760,2015,Cummins ISX15,Eaton Fuller 13-speed,52k,430000,Sinaloa
International,ProStar,2006,Cummins ISX15,Eaton Fuller 13-speed,52k,317000,Morelos
Freightliner,FLD120,2019,Detroit DD15,Eaton Fuller 13-speed,40k,553000,Zacatecas
Peterbilt,389,2018,PACCAR MX13,Eaton UltraShift,40k,608000,Morelos
Mack,Granite,2010,Mack MP8,Eaton Fuller 18-speed,46k,240000,Quintana Roo
International,9900i,2015,MaxxForce 13,Eaton Fuller 18-speed,40k,548000,Nayarit
International,9900i,2016,MaxxForce 13,Eaton Fuller 13-speed,46k,629000,Michoacán
Freightliner,FLD120,2015,Detroit DD13,Eaton Fuller RTLO-16913A,46k,504000,Tamaulipas
Volvo,VNM,2003,Cummins ISX15,Allison 4000,40k,246000,Ciudad de México
International,ProStar,2003,MaxxForce 15,Allison 3000,40k,323000,Puebla
Volvo,VNM,2014,Detroit DD13,Eaton Fuller 10-speed,40k,417000,Tlaxcala
Peterbilt,379,2019,PACCAR MX11,Eaton UltraShift,40k,687000,Yucatán
Volvo,VNM,2008,Detroit DD13,Eaton Fuller 10-speed,46k,297000,Estado de México
Kenworth,W900,2012,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,535000,Baja California
International,LT625,2018,MaxxForce 15,Allison 4000,40k,716000,San Luis Potosí
Mack,Pinnacle,2008,Mack MP8,Eaton Fuller 18-speed,46k,208000,Guanajuato
Kenworth,W900,2003,PACCAR MX11,Eaton Fuller 13-speed,46k,370000,Ciudad de México
Mack,Pinnacle,2013,Mack MP8,Eaton Fuller 13-speed,46k,266000,Guanajuato
Mack,Granite,2011,Mack MP8,Eaton Fuller 13-speed,40k,249000,Guerrero
Kenworth,T800,2016,Cummins ISX15,Eaton Fuller 13-speed,40k,627000,Tabasco
Mack,Anthem,2012,Mack MP7,Eaton Fuller 13-speed,52k,262000,Yucatán
Volvo,VNL670,2006,Detroit DD13,Eaton Fuller 13-speed,46k,262000,Jalisco
Volvo,VNL670,2001,Cummins ISX15,Eaton Fuller 10-speed,46k,238000,Tamaulipas
Kenworth,T800,2009,PACCAR MX11,Eaton Fuller RTLO-16718B,46k,475000,Oaxaca
Volvo,VNL670,2015,Cummins ISX15,Eaton Fuller 10-speed,40k,421000,Tamaulipas
International,Durastar,2019,Cummins ISC 8.3,Allison 3000,40k,729000,Yucatán
Peterbilt,389,2012,Cummins ISX15,Eaton UltraShift,40k,502000,Chihuahua
Volvo,VNM,2003,Cummins ISX15,Volvo I-Shift,52k,189000,Tlaxcala
Kenworth,T680,2002,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,355000,Guerrero
International,9900i,2009,MaxxForce 15,Eaton Fuller 18-speed,40k,426000,Colima
Freightliner,Cascadia,2020,Cummins X15,Detroit DT12,40k,777000,Baja California
Volvo,VNL670,2002,Cummins ISX15,Eaton Fuller 13-speed,46k,239000,Chihuahua
Mack,Granite,2021,Mack MP7,Eaton Fuller 13-speed,40k,384000,Ciudad de México
Peterbilt,579,2002,PACCAR MX11,Eaton Fuller RTLO-16718B,46k,265000,Coahuila
Freightliner,M2 106,2012,Detroit DD15,Eaton Fuller RTLO-16913A,46k,430000,Veracruz
International,ProStar,2011,MaxxForce 13,Allison 3000,46k,472000,Tabasco
Mack,Granite,2015,Mack MP8,Eaton Fuller 13-speed,40k,308000,Guanajuato
Volvo,VNL760,2004,Cummins ISX15,Eaton Fuller 13-speed,46k,209000,Zacatecas
Kenworth,T370,2022,PACCAR MX13,Eaton Fuller 18-speed,40k,952000,Tlaxcala
Mack,Anthem,2005,Mack MP7,Eaton Fuller 13-speed,52k,176000,Colima
Freightliner,Columbia,2009,Detroit DD15,Eaton Fuller 13-speed,40k,366000,Baja California Sur
Peterbilt,579,2002,Cummins ISX15,Eaton Fuller 13-speed,52k,321000,Baja California
Volvo,VNM,2001,Detroit DD13,Eaton Fuller 10-speed,52k,208000,Querétaro
Mack,Anthem,2018,Mack MP8,Mack mDRIVE,46k,382000,Quintana Roo
Mack,Anthem,2008,Mack MP7,Eaton Fuller 13-speed,40k,199000,Guerrero
Freightliner,M2 106,2007,Detroit DD13,Eaton Fuller 13-speed,46k,316000,Nayarit
Mack,Pinnacle,2002,Mack MP7,Eaton Fuller 13-speed,46k,168000,Jalisco
International,9900i,2015,MaxxForce 13,Eaton Fuller 13-speed,52k,568000,Nayarit
International,Durastar,2001,Cummins ISX15,Eaton Fuller 10-speed,40k,289000,Yucatán
Volvo,VNL670,2006,Detroit DD13,Eaton Fuller 10-speed,52k,282000,Tabasco
International,LT625,2013,MaxxForce 15,Eaton Fuller 10-speed,46k,494000,Aguascalientes
Kenworth,T800,2020,PACCAR MX13,Eaton Fuller 13-speed,40k,825000,Tabasco
Kenworth,T660,2007,PACCAR MX11,Eaton Fuller RTLO-16718B,46k,439000,Nayarit
Kenworth,T680,2002,PACCAR MX11,Eaton UltraShift,52k,278000,Quintana Roo
Peterbilt,379,2018,Cummins X15,Eaton Fuller RTLO-16718B,46k,697000,Estado de México
Peterbilt,379,2005,PACCAR MX13,Eaton Fuller 18-speed,40k,334000,Durango
International,LT625,2013,Cummins ISC 8.3,Eaton Fuller 10-speed,40k,504000,Michoacán
Volvo,VNL670,2017,Volvo D13,Eaton Fuller 13-speed,40k,521000,Nayarit
Freightliner,FLD120,2021,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,706000,Nuevo León
Mack,Pinnacle,2015,Mack MP10,Mack mDRIVE,52k,301000,Veracruz
Kenworth,T660,2020,Cummins ISX15,Eaton UltraShift,46k,969000,Zacatecas
Peterbilt,389,2022,Cummins ISX15,Eaton Fuller 13-speed,40k,1022000,Oaxaca
Volvo,VNL670,2022,Volvo D13,Allison 4000,40k,587000,Morelos
International,9900i,2003,Cummins ISB 6.7,Eaton Fuller 10-speed,46k,241000,Aguascalientes
Freightliner,FLD120,2009,Cummins ISX15,Detroit DT12,40k,375000,Tlaxcala
Peterbilt,379,2010,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,450000,Hidalgo
Peterbilt,579,2001,PACCAR MX13,Eaton UltraShift,52k,310000,Sonora
Mack,Granite,2008,Mack MP7,Eaton Fuller 18-speed,46k,199000,Baja California
Peterbilt,389,2017,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,599000,Estado de México
Volvo,VNL760,2012,Detroit DD13,Eaton Fuller 13-speed,40k,385000,Hidalgo
International,Durastar,2009,Cummins ISX15,Eaton Fuller 10-speed,52k,427000,Baja California
Mack,Granite,2007,Mack MP7,Mack mDRIVE,40k,185000,Coahuila
Freightliner,Cascadia,2008,Cummins X15,Eaton Fuller 10-speed,46k,363000,Morelos
Mack,Pinnacle,2019,Mack MP8,Eaton Fuller 13-speed,46k,325000,Guanajuato
Volvo,VNL670,2002,Cummins ISX15,Allison 4000,46k,177000,Jalisco
Freightliner,FLD120,2008,Mercedes MBE4000,Eaton Fuller 13-speed,40k,331000,Zacatecas
Peterbilt,579,2020,PACCAR MX13,Eaton Fuller 13-speed,52k,762000,Aguascalientes
Freightliner,FLD120,2007,Cummins X15,Detroit DT12,52k,321000,Sonora
Freightliner,FLD120,2002,Cummins X15,Detroit DT12,40k,229000,Puebla
Mack,Pinnacle,2007,Mack MP8,Eaton Fuller 18-speed,52k,208000,Campeche
Mack,Granite,2008,Mack MP10,Mack mDRIVE,40k,213000,San Luis Potosí
Kenworth,T660,2021,PACCAR MX13,Eaton Fuller RTLO-16913A,46k,843000,Baja California
Peterbilt,389,2001,PACCAR MX11,Eaton Fuller 13-speed,40k,273000,Chihuahua
Mack,Anthem,2019,Mack MP10,Eaton Fuller 13-speed,46k,352000,Campeche
Volvo,VNM,2009,Cummins ISX15,Eaton Fuller 10-speed,40k,324000,Tlaxcala
Volvo,VNL760,2021,Cummins ISX15,Allison 4000,52k,706000,Morelos
Freightliner,M2 106,2021,Mercedes MBE4000,Eaton Fuller RTLO-16913A,40k,714000,Chiapas
Kenworth,T370,2007,Cummins X15,Eaton Fuller RT-8908LL,40k,421000,Nuevo León
International,Durastar,2016,MaxxForce 15,Eaton Fuller 18-speed,46k,594000,Zacatecas
Volvo,VNL760,2005,Cummins ISX15,Allison 4000,40k,242000,Nuevo León
Mack,Granite,2001,Mack MP8,Mack mDRIVE,52k,153000,Estado de México
Volvo,VNL760,2007,Detroit DD13,Allison 4000,52k,277000,Puebla
Mack,Granite,2007,Mack MP7,Eaton Fuller 13-speed,40k,192000,Sonora
International,Durastar,2008,MaxxForce 15,Eaton Fuller 13-speed,52k,382000,Chiapas
International,ProStar,2016,Cummins ISB 6.7,Eaton Fuller 13-speed,40k,603000,Estado de México
Kenworth,T680,2006,Cummins ISX15,Eaton UltraShift,46k,392000,Tlaxcala
Kenworth,W900,2002,Cummins ISX15,Eaton UltraShift,46k,270000,Michoacán
Freightliner,Cascadia,2022,Cummins X15,Eaton Fuller 13-speed,40k,690000,Michoacán
Volvo,VNL760,2018,Volvo D13,Eaton Fuller 13-speed,52k,552000,Nuevo León
Freightliner,Cascadia,2003,Cummins X15,Detroit DT12,46k,276000,Tlaxcala
Peterbilt,389,2013,PACCAR MX13,Eaton Fuller RTLO-16913A,46k,520000,Tabasco
Kenworth,W900,2011,PACCAR MX13,Eaton Fuller RTLO-16913A,52k,520000,Querétaro
Freightliner,M2 106,2015,Mercedes MBE4000,Eaton Fuller 13-speed,40k,517000,Jalisco
International,Durastar,2017,MaxxForce 13,Eaton Fuller 13-speed,40k,574000,Oaxaca
Freightliner,FLD120,2000,Detroit DD15,Detroit DT12,46k,265000,Zacatecas
Kenworth,W900,2011,PACCAR MX11,Eaton Fuller 13-speed,46k,519000,Ciudad de México
Mack,Granite,2006,Mack MP7,Eaton Fuller 13-speed,40k,174000,Yucatán
Peterbilt,389,2020,PACCAR MX13,Eaton Fuller 18-speed,46k,744000,Michoacán
Volvo,VNM,2000,Cummins ISX15,Volvo I-Shift,46k,209000,Chiapas
Kenworth,T800,2020,PACCAR MX13,Eaton Fuller 18-speed,46k,831000,Guerrero
International,LT625,2004,Cummins ISX15,Eaton Fuller 13-speed,46k,348000,Campeche
International,Durastar,2008,MaxxForce 15,Eaton Fuller 18-speed,46k,409000,Jalisco
Mack,Anthem,2005,Mack MP7,Mack mDRIVE,40k,172000,Tamaulipas
International,LT625,2020,Cummins ISB 6.7,Eaton Fuller 13-speed,46k,854000,Hidalgo
International,9900i,2010,Cummins ISX15,Allison 4000,46k,450000,Querétaro
Kenworth,T660,2014,PACCAR MX13,Eaton Fuller RTLO-16718B,46k,616000,Nayarit
Kenworth,T680,2004,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,307000,Tabasco
Kenworth,T660,2016,Cummins X15,Eaton Fuller RTLO-16718B,46k,696000,Yucatán
Mack,Pinnacle,2000,Mack MP10,Mack mDRIVE,52k,116000,Aguascalientes
Kenworth,T370,2014,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,603000,Tamaulipas
Volvo,VNM,2009,Cummins ISX15,Eaton Fuller 13-speed,52k,324000,Tamaulipas
Volvo,VNM,2019,Cummins ISX15,Eaton Fuller 13-speed,46k,497000,Sinaloa
International,ProStar,2014,Cummins ISB 6.7,Allison 3000,46k,562000,Oaxaca
Peterbilt,389,2000,PACCAR MX11,Eaton Fuller 13-speed,40k,276000,Jalisco
Kenworth,T680,2019,Cummins X15,Eaton Fuller RTLO-16718B,46k,678000,Baja California Sur
Volvo,VNM,2007,Volvo D13,Allison 4000,46k,299000,Guanajuato
Peterbilt,579,2007,Cummins X15,Eaton Fuller 18-speed,52k,377000,Hidalgo
Mack,Granite,2005,Mack MP8,Eaton Fuller 18-speed,52k,168000,Baja California Sur
Peterbilt,379,2014,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,509000,Chihuahua
Volvo,VNL760,2015,Detroit DD13,Eaton Fuller 13-speed,46k,436000,Campeche
International,Durastar,2022,Cummins ISC 8.3,Eaton Fuller 13-speed,40k,780000,San Luis Potosí
Volvo,VNM,2020,Volvo D13,Allison 4000,46k,674000,Sonora
Peterbilt,389,2019,PACCAR MX13,Eaton UltraShift,40k,646000,Campeche
International,Durastar,2017,MaxxForce 13,Allison 3000,46k,619000,Ciudad de México
Mack,Granite,2014,Mack MP10,Eaton Fuller 18-speed,52k,278000,Chihuahua
Mack,Granite,2000,Mack MP8,Mack mDRIVE,52k,105000,San Luis Potosí
Peterbilt,379,2011,Cummins ISX15,Eaton UltraShift,46k,471000,Guanajuato
Mack,Pinnacle,2015,Mack MP10,Eaton Fuller 13-speed,52k,305000,Campeche
Peterbilt,389,2009,PACCAR MX13,Eaton Fuller 18-speed,46k,418000,Veracruz
Freightliner,FLD120,2014,Cummins X15,Allison 4500RDS,52k,491000,Durango
Mack,Granite,2019,Mack MP8,Mack mDRIVE,46k,359000,Sinaloa
Freightliner,Cascadia,2015,Detroit DD13,Eaton Fuller 13-speed,40k,533000,Durango
Volvo,VNM,2018,Cummins ISX15,Allison 4000,40k,535000,Estado de México
Mack,Granite,2002,Mack MP7,Eaton Fuller 18-speed,46k,143000,Tabasco
Kenworth,T680,2010,Cummins X15,Eaton UltraShift,52k,500000,Hidalgo
Freightliner,Cascadia,2015,Detroit DD13,Eaton Fuller RTLO-16913A,46k,471000,Colima
Freightliner,FLD120,2013,Mercedes MBE4000,Detroit DT12,52k,457000,Sinaloa
Mack,Pinnacle,2006,Mack MP8,Mack mDRIVE,46k,188000,Morelos
Peterbilt,389,2003,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,268000,Chihuahua
Volvo,VNM,2003,Volvo D13,Eaton Fuller 10-speed,40k,206000,Tamaulipas
International,9900i,2002,Cummins ISC 8.3,Eaton Fuller 18-speed,40k,287000,Sinaloa
Kenworth,T800,2002,Cummins X15,Eaton Fuller RTLO-16718B,52k,280000,Sinaloa
Volvo,VNM,2009,Detroit DD13,Allison 4000,46k,327000,San Luis Potosí
Kenworth,W900,2003,Cummins ISX15,Eaton UltraShift,46k,347000,Tamaulipas
International,ProStar,2010,Cummins ISB 6.7,Eaton Fuller 10-speed,52k,450000,Puebla
Volvo,VNM,2018,Detroit DD13,Allison 4000,52k,509000,Coahuila
Kenworth,T660,2016,PACCAR MX11,Eaton Fuller 13-speed,52k,612000,Guanajuato
Kenworth,T680,2002,PACCAR MX13,Eaton Fuller 13-speed,46k,340000,Aguascalientes
International,Durastar,2021,Cummins ISX15,Eaton Fuller 10-speed,52k,919000,Tamaulipas
Kenworth,T800,2021,Cummins X15,Eaton Fuller 13-speed,40k,832000,Tlaxcala
Volvo,VNM,2020,Cummins ISX15,Allison 4000,46k,598000,Ciudad de México
Kenworth,W900,2002,Cummins ISX15,Eaton Fuller RT-8908LL,52k,253000,Sonora
Peterbilt,389,2010,Cummins X15,Eaton Fuller RTLO-16718B,52k,450000,Baja California
Freightliner,Columbia,2022,Cummins X15,Eaton Fuller 13-speed,40k,929000,Nayarit
Peterbilt,379,2005,PACCAR MX11,Eaton Fuller RTLO-16718B,46k,331000,Coahuila
Kenworth,W900,2010,Cummins X15,Eaton Fuller 13-speed,52k,500000,Nayarit
International,ProStar,2010,Cummins ISX15,Allison 3000,52k,450000,Jalisco
Mack,Anthem,2001,Mack MP8,Eaton Fuller 13-speed,52k,152000,Coahuila
Mack,Anthem,2001,Mack MP10,Eaton Fuller 13-speed,40k,110000,Tlaxcala
International,9900i,2008,Cummins ISX15,Allison 4000,40k,389000,Querétaro
Freightliner,Columbia,2011,Detroit DD15,Eaton Fuller RTLO-16913A,46k,421000,Tlaxcala
Peterbilt,389,2003,PACCAR MX11,Eaton Fuller 18-speed,40k,286000,Nayarit
International,LT625,2018,MaxxForce 13,Eaton Fuller 18-speed,46k,622000,Campeche
Freightliner,Cascadia,2004,Detroit DD13,Eaton Fuller 10-speed,46k,264000,Guanajuato
International,9900i,2011,Cummins ISC 8.3,Allison 4000,52k,475000,Querétaro
Volvo,VNL670,2012,Cummins ISX15,Eaton Fuller 10-speed,52k,381000,Nayarit
Peterbilt,579,2010,Cummins X15,Eaton Fuller RTLO-16913A,52k,450000,Nayarit
Freightliner,M2 106,2012,Detroit DD13,Eaton Fuller 13-speed,40k,445000,Guerrero
Peterbilt,379,2010,PACCAR MX11,Eaton UltraShift,52k,450000,Coahuila
Volvo,VNL760,2015,Detroit DD13,Volvo I-Shift,52k,435000,Colima
Mack,Granite,2004,Mack MP7,Eaton Fuller 13-speed,52k,176000,Colima
International,ProStar,2017,MaxxForce 15,Eaton Fuller 10-speed,40k,596000,Nayarit
Peterbilt,379,2002,PACCAR MX13,Eaton Fuller RTLO-16718B,46k,276000,Ciudad de México
Mack,Pinnacle,2009,Mack MP8,Mack mDRIVE,52k,225000,Baja California Sur
Freightliner,FLD120,2017,Cummins X15,Allison 4500RDS,40k,587000,Querétaro
International,9900i,2003,Cummins ISB 6.7,Allison 4000,46k,299000,Sonora
Volvo,VNM,2009,Detroit DD13,Eaton Fuller 10-speed,46k,327000,Colima
